Gene	Path	PathDesc
K07971	ko01100	Metabolic pathways
K09299	ko05206	MicroRNAs in cancer
K14320	ko03013	RNA transport
K13557	ko00524	Neomycin, kanamycin and gentamicin biosynthesis
K13557	ko01130	Biosynthesis of antibiotics
K02939	ko03010	Ribosome
K12644	ko01058	Acridone alkaloid biosynthesis
K12644	ko01110	Biosynthesis of secondary metabolites
K13492	ko00908	Zeatin biosynthesis
K13492	ko01110	Biosynthesis of secondary metabolites
K05399	ko04064	NF-kappa B signaling pathway
K05399	ko04620	Toll-like receptor signaling pathway
K05399	ko05132	Salmonella infection
K05399	ko05152	Tuberculosis
K12134	ko04712	Circadian rhythm - plant
K00329	ko00190	Oxidative phosphorylation
K18860	ko00020	Citrate cycle (TCA cycle)
K18860	ko00190	Oxidative phosphorylation
K18860	ko00650	Butanoate metabolism
K18860	ko00720	Carbon fixation pathways in prokaryotes
K18860	ko01100	Metabolic pathways
K18860	ko01110	Biosynthesis of secondary metabolites
K18860	ko01120	Microbial metabolism in diverse environments
K18860	ko01200	Carbon metabolism
K10585	ko04120	Ubiquitin mediated proteolysis
K06858	ko02010	ABC transporters
K16968	ko00920	Sulfur metabolism
K07642	ko02020	Two-component system
K17690	ko00140	Steroid hormone biosynthesis
K17690	ko00830	Retinol metabolism
K17690	ko00980	Metabolism of xenobiotics by cytochrome P450
K17690	ko00982	Drug metabolism - cytochrome P450
K17690	ko01100	Metabolic pathways
K17690	ko05204	Chemical carcinogenesis
K08122	ko05205	Proteoglycans in cancer
K03240	ko03013	RNA transport
K02879	ko03010	Ribosome
K20090	ko00404	Staurosporine biosynthesis
K20090	ko01130	Biosynthesis of antibiotics
K20090	ko02024	Quorum sensing
K11006	ko02024	Quorum sensing
K11006	ko05130	Pathogenic Escherichia coli infection
K11006	ko05131	Shigellosis
K02710	ko00195	Photosynthesis
K02710	ko01100	Metabolic pathways
K19771	ko04212	Longevity regulating pathway - worm
K01856	ko00361	Chlorocyclohexane and chlorobenzene degradation
K01856	ko00362	Benzoate degradation
K01856	ko00364	Fluorobenzoate degradation
K01856	ko00623	Toluene degradation
K01856	ko01100	Metabolic pathways
K01856	ko01120	Microbial metabolism in diverse environments
K01856	ko01220	Degradation of aromatic compounds
K13136	ko03013	RNA transport
K00305	ko00260	Glycine, serine and threonine metabolism
K00305	ko01100	Metabolic pathways
K13232	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
K13232	ko01110	Biosynthesis of secondary metabolites
K21246	ko04140	Autophagy - animal
K02551	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K02551	ko01100	Metabolic pathways
K02551	ko01110	Biosynthesis of secondary metabolites
K04574	ko05014	Amyotrophic lateral sclerosis (ALS)
K12127	ko04712	Circadian rhythm - plant
K01426	ko00330	Arginine and proline metabolism
K01426	ko00360	Phenylalanine metabolism
K01426	ko00380	Tryptophan metabolism
K01426	ko00627	Aminobenzoate degradation
K01426	ko00643	Styrene degradation
K01426	ko01120	Microbial metabolism in diverse environments
K08507	ko04130	SNARE interactions in vesicular transport
K07367	ko04064	NF-kappa B signaling pathway
K07367	ko04660	T cell receptor signaling pathway
K07367	ko04662	B cell receptor signaling pathway
K16691	ko04013	MAPK signaling pathway - fly
K16691	ko04391	Hippo signaling pathway - fly
K13719	ko04141	Protein processing in endoplasmic reticulum
K02734	ko03050	Proteasome
K06210	ko00760	Nicotinate and nicotinamide metabolism
K06210	ko01100	Metabolic pathways
K17702	ko04015	Rap1 signaling pathway
K07839	ko04530	Tight junction
K18693	ko00561	Glycerolipid metabolism
K18693	ko00564	Glycerophospholipid metabolism
K18693	ko01110	Biosynthesis of secondary metabolites
K07307	ko00920	Sulfur metabolism
K14341	ko04976	Bile secretion
K05358	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K05358	ko01100	Metabolic pathways
K05358	ko01110	Biosynthesis of secondary metabolites
K05358	ko01130	Biosynthesis of antibiotics
K21182	ko01059	Biosynthesis of enediyne antibiotics
K21182	ko01130	Biosynthesis of antibiotics
K17488	ko00790	Folate biosynthesis
K01164	ko03008	Ribosome biogenesis in eukaryotes
K01164	ko03013	RNA transport
K05859	ko00562	Inositol phosphate metabolism
K05859	ko01100	Metabolic pathways
K05859	ko01521	EGFR tyrosine kinase inhibitor resistance
K05859	ko04012	ErbB signaling pathway
K05859	ko04014	Ras signaling pathway
K05859	ko04020	Calcium signaling pathway
K05859	ko04064	NF-kappa B signaling pathway
K05859	ko04066	HIF-1 signaling pathway
K05859	ko04070	Phosphatidylinositol signaling system
K05859	ko04072	Phospholipase D signaling pathway
K05859	ko04360	Axon guidance
K05859	ko04370	VEGF signaling pathway
K05859	ko04380	Osteoclast differentiation
K05859	ko04611	Platelet activation
K05859	ko04650	Natural killer cell mediated cytotoxicity
K05859	ko04662	B cell receptor signaling pathway
K05859	ko04664	Fc epsilon RI signaling pathway
K05859	ko04666	Fc gamma R-mediated phagocytosis
K05859	ko04670	Leukocyte transendothelial migration
K05859	ko04722	Neurotrophin signaling pathway
K05859	ko04750	Inflammatory mediator regulation of TRP channels
K05859	ko04919	Thyroid hormone signaling pathway
K05859	ko04933	AGE-RAGE signaling pathway in diabetic complications
K05859	ko05110	Vibrio cholerae infection
K05859	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K05859	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K05859	ko05169	Epstein-Barr virus infection
K05859	ko05200	Pathways in cancer
K05859	ko05205	Proteoglycans in cancer
K05859	ko05206	MicroRNAs in cancer
K05859	ko05214	Glioma
K05859	ko05223	Non-small cell lung cancer
K05859	ko05225	Hepatocellular carcinoma
K15133	ko04919	Thyroid hormone signaling pathway
K17192	ko00942	Anthocyanin biosynthesis
K10040	ko02010	ABC transporters
K10957	ko03440	Homologous recombination
K10133	ko04115	p53 signaling pathway
K03023	ko00230	Purine metabolism
K03023	ko00240	Pyrimidine metabolism
K03023	ko01100	Metabolic pathways
K03023	ko03020	RNA polymerase
K03023	ko04623	Cytosolic DNA-sensing pathway
K03023	ko05169	Epstein-Barr virus infection
K11864	ko03440	Homologous recombination
K11864	ko04621	NOD-like receptor signaling pathway
K21025	ko02025	Biofilm formation - Pseudomonas aeruginosa
K06682	ko04111	Cell cycle - yeast
K18439	ko04144	Endocytosis
K14620	ko04977	Vitamin digestion and absorption
K07281	ko00562	Inositol phosphate metabolism
K01048	ko00564	Glycerophospholipid metabolism
K18804	ko00310	Lysine degradation
K18333	ko00051	Fructose and mannose metabolism
K18333	ko01120	Microbial metabolism in diverse environments
K05475	ko04060	Cytokine-cytokine receptor interaction
K05475	ko04672	Intestinal immune network for IgA production
K05475	ko05323	Rheumatoid arthritis
K01435	ko00780	Biotin metabolism
K01435	ko01100	Metabolic pathways
K01435	ko04977	Vitamin digestion and absorption
K08090	ko04071	Sphingolipid signaling pathway
K08090	ko04072	Phospholipase D signaling pathway
K08090	ko04664	Fc epsilon RI signaling pathway
K08090	ko05310	Asthma
K15996	ko00522	Biosynthesis of 12-, 14- and 16-membered macrolides
K15996	ko01130	Biosynthesis of antibiotics
K17747	ko01130	Biosynthesis of antibiotics
K08200	ko05231	Choline metabolism in cancer
K02929	ko03010	Ribosome
K16689	ko04391	Hippo signaling pathway - fly
K16689	ko04630	Jak-STAT signaling pathway
K02999	ko00230	Purine metabolism
K02999	ko00240	Pyrimidine metabolism
K02999	ko01100	Metabolic pathways
K02999	ko03020	RNA polymerase
K10573	ko04120	Ubiquitin mediated proteolysis
K13284	ko05100	Bacterial invasion of epithelial cells
K13284	ko05131	Shigellosis
K13284	ko05132	Salmonella infection
K15012	ko02020	Two-component system
K04516	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K04516	ko01100	Metabolic pathways
K04516	ko01110	Biosynthesis of secondary metabolites
K04516	ko01130	Biosynthesis of antibiotics
K04516	ko01230	Biosynthesis of amino acids
K12590	ko03018	RNA degradation
K13085	ko05100	Bacterial invasion of epithelial cells
K13085	ko05131	Shigellosis
K13085	ko05132	Salmonella infection
K01735	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K01735	ko01100	Metabolic pathways
K01735	ko01110	Biosynthesis of secondary metabolites
K01735	ko01130	Biosynthesis of antibiotics
K01735	ko01230	Biosynthesis of amino acids
K03994	ko04610	Complement and coagulation cascades
K03994	ko05020	Prion diseases
K03994	ko05133	Pertussis
K03994	ko05150	Staphylococcus aureus infection
K03994	ko05168	Herpes simplex infection
K03994	ko05322	Systemic lupus erythematosus
K14173	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K14173	ko01110	Biosynthesis of secondary metabolites
K07439	ko00120	Primary bile acid biosynthesis
K01707	ko00053	Ascorbate and aldarate metabolism
K01707	ko01100	Metabolic pathways
K22357	ko00625	Chloroalkane and chloroalkene degradation
K04304	ko04060	Cytokine-cytokine receptor interaction
K07789	ko02020	Two-component system
K00162	ko00010	Glycolysis / Gluconeogenesis
K00162	ko00020	Citrate cycle (TCA cycle)
K00162	ko00620	Pyruvate metabolism
K00162	ko01100	Metabolic pathways
K00162	ko01110	Biosynthesis of secondary metabolites
K00162	ko01120	Microbial metabolism in diverse environments
K00162	ko01130	Biosynthesis of antibiotics
K00162	ko01200	Carbon metabolism
K00162	ko04066	HIF-1 signaling pathway
K00162	ko04922	Glucagon signaling pathway
K00162	ko05230	Central carbon metabolism in cancer
K08693	ko00230	Purine metabolism
K08693	ko00240	Pyrimidine metabolism
K08693	ko00760	Nicotinate and nicotinamide metabolism
K08693	ko01100	Metabolic pathways
K08693	ko01110	Biosynthesis of secondary metabolites
K02642	ko00195	Photosynthesis
K02642	ko01100	Metabolic pathways
K14602	ko00624	Polycyclic aromatic hydrocarbon degradation
K14602	ko01100	Metabolic pathways
K14602	ko01120	Microbial metabolism in diverse environments
K14406	ko03015	mRNA surveillance pathway
K03175	ko04010	MAPK signaling pathway
K03175	ko04013	MAPK signaling pathway - fly
K03175	ko04064	NF-kappa B signaling pathway
K03175	ko04120	Ubiquitin mediated proteolysis
K03175	ko04140	Autophagy - animal
K03175	ko04144	Endocytosis
K03175	ko04214	Apoptosis - fly
K03175	ko04380	Osteoclast differentiation
K03175	ko04620	Toll-like receptor signaling pathway
K03175	ko04621	NOD-like receptor signaling pathway
K03175	ko04622	RIG-I-like receptor signaling pathway
K03175	ko04657	IL-17 signaling pathway
K03175	ko04722	Neurotrophin signaling pathway
K03175	ko05133	Pertussis
K03175	ko05140	Leishmaniasis
K03175	ko05142	Chagas disease (American trypanosomiasis)
K03175	ko05145	Toxoplasmosis
K03175	ko05152	Tuberculosis
K03175	ko05160	Hepatitis C
K03175	ko05162	Measles
K03175	ko05168	Herpes simplex infection
K03175	ko05169	Epstein-Barr virus infection
K03175	ko05200	Pathways in cancer
K03175	ko05222	Small cell lung cancer
K00093	ko00680	Methane metabolism
K00093	ko01100	Metabolic pathways
K00093	ko01120	Microbial metabolism in diverse environments
K09235	ko04113	Meiosis - yeast
K02272	ko00190	Oxidative phosphorylation
K02272	ko01100	Metabolic pathways
K02272	ko04260	Cardiac muscle contraction
K02272	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K02272	ko05010	Alzheimer's disease
K02272	ko05012	Parkinson's disease
K02272	ko05016	Huntington's disease
K08030	ko04950	Maturity onset diabetes of the young
K03660	ko03410	Base excision repair
K11820	ko00380	Tryptophan metabolism
K11820	ko00966	Glucosinolate biosynthesis
K11820	ko01110	Biosynthesis of secondary metabolites
K11820	ko01210	2-Oxocarboxylic acid metabolism
K14157	ko00310	Lysine degradation
K14157	ko01100	Metabolic pathways
K14157	ko01110	Biosynthesis of secondary metabolites
K14157	ko01130	Biosynthesis of antibiotics
K19497	ko04740	Olfactory transduction
K04366	ko01521	EGFR tyrosine kinase inhibitor resistance
K04366	ko01522	Endocrine resistance
K04366	ko04010	MAPK signaling pathway
K04366	ko04012	ErbB signaling pathway
K04366	ko04014	Ras signaling pathway
K04366	ko04015	Rap1 signaling pathway
K04366	ko04022	cGMP-PKG signaling pathway
K04366	ko04024	cAMP signaling pathway
K04366	ko04062	Chemokine signaling pathway
K04366	ko04068	FoxO signaling pathway
K04366	ko04071	Sphingolipid signaling pathway
K04366	ko04072	Phospholipase D signaling pathway
K04366	ko04140	Autophagy - animal
K04366	ko04150	mTOR signaling pathway
K04366	ko04151	PI3K-Akt signaling pathway
K04366	ko04210	Apoptosis
K04366	ko04218	Cellular senescence
K04366	ko04270	Vascular smooth muscle contraction
K04366	ko04360	Axon guidance
K04366	ko04370	VEGF signaling pathway
K04366	ko04371	Apelin signaling pathway
K04366	ko04510	Focal adhesion
K04366	ko04540	Gap junction
K04366	ko04550	Signaling pathways regulating pluripotency of stem cells
K04366	ko04630	Jak-STAT signaling pathway
K04366	ko04650	Natural killer cell mediated cytotoxicity
K04366	ko04660	T cell receptor signaling pathway
K04366	ko04662	B cell receptor signaling pathway
K04366	ko04664	Fc epsilon RI signaling pathway
K04366	ko04666	Fc gamma R-mediated phagocytosis
K04366	ko04720	Long-term potentiation
K04366	ko04722	Neurotrophin signaling pathway
K04366	ko04726	Serotonergic synapse
K04366	ko04730	Long-term depression
K04366	ko04810	Regulation of actin cytoskeleton
K04366	ko04910	Insulin signaling pathway
K04366	ko04912	GnRH signaling pathway
K04366	ko04914	Progesterone-mediated oocyte maturation
K04366	ko04915	Estrogen signaling pathway
K04366	ko04916	Melanogenesis
K04366	ko04917	Prolactin signaling pathway
K04366	ko04919	Thyroid hormone signaling pathway
K04366	ko04921	Oxytocin signaling pathway
K04366	ko04926	Relaxin signaling pathway
K04366	ko05034	Alcoholism
K04366	ko05152	Tuberculosis
K04366	ko05160	Hepatitis C
K04366	ko05161	Hepatitis B
K04366	ko05164	Influenza A
K04366	ko05165	Human papillomavirus infection
K04366	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K04366	ko05200	Pathways in cancer
K04366	ko05205	Proteoglycans in cancer
K04366	ko05206	MicroRNAs in cancer
K04366	ko05210	Colorectal cancer
K04366	ko05211	Renal cell carcinoma
K04366	ko05212	Pancreatic cancer
K04366	ko05213	Endometrial cancer
K04366	ko05214	Glioma
K04366	ko05215	Prostate cancer
K04366	ko05218	Melanoma
K04366	ko05219	Bladder cancer
K04366	ko05220	Chronic myeloid leukemia
K04366	ko05221	Acute myeloid leukemia
K04366	ko05223	Non-small cell lung cancer
K04366	ko05224	Breast cancer
K04366	ko05225	Hepatocellular carcinoma
K04366	ko05226	Gastric cancer
K04366	ko05230	Central carbon metabolism in cancer
K04366	ko05231	Choline metabolism in cancer
K20626	ko00640	Propanoate metabolism
K20626	ko00643	Styrene degradation
K20626	ko01100	Metabolic pathways
K20626	ko01120	Microbial metabolism in diverse environments
K01327	ko05202	Transcriptional misregulation in cancer
K01327	ko05322	Systemic lupus erythematosus
K20387	ko02024	Quorum sensing
K02943	ko03010	Ribosome
K03247	ko03013	RNA transport
K03247	ko05162	Measles
K10563	ko03410	Base excision repair
K04120	ko00904	Diterpenoid biosynthesis
K04120	ko01100	Metabolic pathways
K04120	ko01110	Biosynthesis of secondary metabolites
K14327	ko03013	RNA transport
K14327	ko03015	mRNA surveillance pathway
K20401	ko04150	mTOR signaling pathway
K12400	ko04142	Lysosome
K05895	ko00860	Porphyrin and chlorophyll metabolism
K05895	ko01100	Metabolic pathways
K00770	ko00520	Amino sugar and nucleotide sugar metabolism
K00770	ko01100	Metabolic pathways
K12760	ko04011	MAPK signaling pathway - yeast
K12760	ko04111	Cell cycle - yeast
K13605	ko00860	Porphyrin and chlorophyll metabolism
K13605	ko01110	Biosynthesis of secondary metabolites
K06591	ko04151	PI3K-Akt signaling pathway
K06591	ko04510	Focal adhesion
K06591	ko04512	ECM-receptor interaction
K06591	ko04514	Cell adhesion molecules (CAMs)
K06591	ko04810	Regulation of actin cytoskeleton
K06591	ko05165	Human papillomavirus infection
K06591	ko05410	Hypertrophic cardiomyopathy (HCM)
K06591	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K06591	ko05414	Dilated cardiomyopathy (DCM)
K03544	ko04112	Cell cycle - Caulobacter
K12877	ko03013	RNA transport
K12877	ko03015	mRNA surveillance pathway
K12877	ko03040	Spliceosome
K21782	ko00333	Prodigiosin biosynthesis
K20436	ko00525	Acarbose and validamycin biosynthesis
K20436	ko01130	Biosynthesis of antibiotics
K00942	ko00230	Purine metabolism
K00942	ko01100	Metabolic pathways
K02783	ko00051	Fructose and mannose metabolism
K02783	ko02060	Phosphotransferase system (PTS)
K09668	ko00515	Mannose type O-glycan biosynthesis
K09668	ko01100	Metabolic pathways
K16304	ko00622	Xylene degradation
K16304	ko01120	Microbial metabolism in diverse environments
K16304	ko01220	Degradation of aromatic compounds
K05928	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K05928	ko01100	Metabolic pathways
K05928	ko01110	Biosynthesis of secondary metabolites
K01711	ko00051	Fructose and mannose metabolism
K01711	ko00520	Amino sugar and nucleotide sugar metabolism
K01711	ko01100	Metabolic pathways
K21338	ko00405	Phenazine biosynthesis
K21338	ko01130	Biosynthesis of antibiotics
K04546	ko04014	Ras signaling pathway
K04546	ko04062	Chemokine signaling pathway
K04546	ko04151	PI3K-Akt signaling pathway
K04546	ko04371	Apelin signaling pathway
K04546	ko04713	Circadian entrainment
K04546	ko04723	Retrograde endocannabinoid signaling
K04546	ko04724	Glutamatergic synapse
K04546	ko04725	Cholinergic synapse
K04546	ko04726	Serotonergic synapse
K04546	ko04727	GABAergic synapse
K04546	ko04728	Dopaminergic synapse
K04546	ko04926	Relaxin signaling pathway
K04546	ko05032	Morphine addiction
K04546	ko05034	Alcoholism
K04546	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K04546	ko05200	Pathways in cancer
K02115	ko00190	Oxidative phosphorylation
K02115	ko00195	Photosynthesis
K02115	ko01100	Metabolic pathways
K00957	ko00230	Purine metabolism
K00957	ko00261	Monobactam biosynthesis
K00957	ko00450	Selenocompound metabolism
K00957	ko00920	Sulfur metabolism
K00957	ko01100	Metabolic pathways
K00957	ko01120	Microbial metabolism in diverse environments
K00957	ko01130	Biosynthesis of antibiotics
K09444	ko04917	Prolactin signaling pathway
K09444	ko05133	Pertussis
K09444	ko05160	Hepatitis C
K09444	ko05165	Human papillomavirus infection
K16902	ko00380	Tryptophan metabolism
K16902	ko00740	Riboflavin metabolism
K16902	ko01100	Metabolic pathways
K00811	ko00220	Arginine biosynthesis
K00811	ko00250	Alanine, aspartate and glutamate metabolism
K00811	ko00270	Cysteine and methionine metabolism
K00811	ko00330	Arginine and proline metabolism
K00811	ko00350	Tyrosine metabolism
K00811	ko00360	Phenylalanine metabolism
K00811	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K00811	ko00950	Isoquinoline alkaloid biosynthesis
K00811	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K00811	ko01100	Metabolic pathways
K00811	ko01110	Biosynthesis of secondary metabolites
K00811	ko01130	Biosynthesis of antibiotics
K00811	ko01210	2-Oxocarboxylic acid metabolism
K00811	ko01230	Biosynthesis of amino acids
K02882	ko03010	Ribosome
K01995	ko02010	ABC transporters
K01995	ko02024	Quorum sensing
K04097	ko00480	Glutathione metabolism
K04097	ko00590	Arachidonic acid metabolism
K04097	ko00980	Metabolism of xenobiotics by cytochrome P450
K04097	ko00982	Drug metabolism - cytochrome P450
K04097	ko01100	Metabolic pathways
K04097	ko05204	Chemical carcinogenesis
K14469	ko00720	Carbon fixation pathways in prokaryotes
K14469	ko01120	Microbial metabolism in diverse environments
K14469	ko01200	Carbon metabolism
K11218	ko04062	Chemokine signaling pathway
K11218	ko04151	PI3K-Akt signaling pathway
K11218	ko04217	Necroptosis
K11218	ko04550	Signaling pathways regulating pluripotency of stem cells
K11218	ko04630	Jak-STAT signaling pathway
K11218	ko04658	Th1 and Th2 cell differentiation
K11218	ko04659	Th17 cell differentiation
K11218	ko05162	Measles
K11218	ko05166	HTLV-I infection
K11218	ko05169	Epstein-Barr virus infection
K11218	ko05200	Pathways in cancer
K11218	ko05203	Viral carcinogenesis
K11218	ko05223	Non-small cell lung cancer
K04582	ko04080	Neuroactive ligand-receptor interaction
K05193	ko04080	Neuroactive ligand-receptor interaction
K19841	ko04011	MAPK signaling pathway - yeast
K18125	ko00030	Pentose phosphate pathway
K18125	ko00052	Galactose metabolism
K18125	ko01100	Metabolic pathways
K18125	ko01110	Biosynthesis of secondary metabolites
K18125	ko01130	Biosynthesis of antibiotics
K18125	ko01200	Carbon metabolism
K04133	ko04020	Calcium signaling pathway
K04133	ko04080	Neuroactive ligand-receptor interaction
K04133	ko04725	Cholinergic synapse
K04133	ko04810	Regulation of actin cytoskeleton
K04526	ko04010	MAPK signaling pathway
K04526	ko04014	Ras signaling pathway
K04526	ko04015	Rap1 signaling pathway
K04526	ko04022	cGMP-PKG signaling pathway
K04526	ko04066	HIF-1 signaling pathway
K04526	ko04068	FoxO signaling pathway
K04526	ko04072	Phospholipase D signaling pathway
K04526	ko04114	Oocyte meiosis
K04526	ko04140	Autophagy - animal
K04526	ko04150	mTOR signaling pathway
K04526	ko04151	PI3K-Akt signaling pathway
K04526	ko04152	AMPK signaling pathway
K04526	ko04211	Longevity regulating pathway
K04526	ko04213	Longevity regulating pathway - multiple species
K04526	ko04810	Regulation of actin cytoskeleton
K04526	ko04910	Insulin signaling pathway
K04526	ko04911	Insulin secretion
K04526	ko04913	Ovarian steroidogenesis
K04526	ko04914	Progesterone-mediated oocyte maturation
K04526	ko04917	Prolactin signaling pathway
K04526	ko04923	Regulation of lipolysis in adipocytes
K04526	ko04930	Type II diabetes mellitus
K04526	ko04931	Insulin resistance
K04526	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K04526	ko04940	Type I diabetes mellitus
K04526	ko04950	Maturity onset diabetes of the young
K04526	ko04960	Aldosterone-regulated sodium reabsorption
K04526	ko05215	Prostate cancer
K02277	ko00190	Oxidative phosphorylation
K02277	ko01100	Metabolic pathways
K15991	ko00522	Biosynthesis of 12-, 14- and 16-membered macrolides
K15991	ko01052	Type I polyketide structures
K15991	ko01130	Biosynthesis of antibiotics
K01099	ko00562	Inositol phosphate metabolism
K01099	ko01100	Metabolic pathways
K01099	ko04070	Phosphatidylinositol signaling system
K06062	ko04330	Notch signaling pathway
K06062	ko04919	Thyroid hormone signaling pathway
K06062	ko05166	HTLV-I infection
K06062	ko05203	Viral carcinogenesis
K13466	ko04626	Plant-pathogen interaction
K21674	ko00232	Caffeine metabolism
K21674	ko01120	Microbial metabolism in diverse environments
K00788	ko00730	Thiamine metabolism
K00788	ko01100	Metabolic pathways
K03742	ko00760	Nicotinate and nicotinamide metabolism
K00779	ko00510	N-Glycan biosynthesis
K00779	ko00514	Other types of O-glycan biosynthesis
K00779	ko01100	Metabolic pathways
K20385	ko02024	Quorum sensing
K16681	ko04390	Hippo signaling pathway
K16681	ko04391	Hippo signaling pathway - fly
K03104	ko03060	Protein export
K05685	ko02010	ABC transporters
K15490	ko05134	Legionellosis
K20229	ko04013	MAPK signaling pathway - fly
K03092	ko02020	Two-component system
K03092	ko05111	Biofilm formation - Vibrio cholerae
K08692	ko00630	Glyoxylate and dicarboxylate metabolism
K08692	ko00680	Methane metabolism
K08692	ko01120	Microbial metabolism in diverse environments
K08692	ko01200	Carbon metabolism
K00812	ko00220	Arginine biosynthesis
K00812	ko00250	Alanine, aspartate and glutamate metabolism
K00812	ko00270	Cysteine and methionine metabolism
K00812	ko00330	Arginine and proline metabolism
K00812	ko00350	Tyrosine metabolism
K00812	ko00360	Phenylalanine metabolism
K00812	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K00812	ko00401	Novobiocin biosynthesis
K00812	ko00950	Isoquinoline alkaloid biosynthesis
K00812	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K00812	ko01100	Metabolic pathways
K00812	ko01110	Biosynthesis of secondary metabolites
K00812	ko01130	Biosynthesis of antibiotics
K00812	ko01210	2-Oxocarboxylic acid metabolism
K00812	ko01230	Biosynthesis of amino acids
K14509	ko04016	MAPK signaling pathway - plant
K14509	ko04075	Plant hormone signal transduction
K00148	ko00625	Chloroalkane and chloroalkene degradation
K00148	ko00680	Methane metabolism
K00148	ko01100	Metabolic pathways
K00148	ko01120	Microbial metabolism in diverse environments
K00148	ko01200	Carbon metabolism
K13420	ko04016	MAPK signaling pathway - plant
K13420	ko04626	Plant-pathogen interaction
K10717	ko00908	Zeatin biosynthesis
K10717	ko01100	Metabolic pathways
K10717	ko01110	Biosynthesis of secondary metabolites
K06446	ko00930	Caprolactam degradation
K06446	ko01100	Metabolic pathways
K06446	ko01120	Microbial metabolism in diverse environments
K02964	ko03010	Ribosome
K01382	ko04142	Lysosome
K07871	ko04137	Mitophagy - animal
K06746	ko04514	Cell adhesion molecules (CAMs)
K14255	ko00253	Tetracycline biosynthesis
K14255	ko01057	Biosynthesis of type II polyketide products
K14255	ko01130	Biosynthesis of antibiotics
K02760	ko00500	Starch and sucrose metabolism
K02760	ko02060	Phosphotransferase system (PTS)
K15474	ko05134	Legionellosis
K10961	ko05111	Biofilm formation - Vibrio cholerae
K18522	ko02026	Biofilm formation - Escherichia coli
K19733	ko02024	Quorum sensing
K12488	ko04144	Endocytosis
K12488	ko04666	Fc gamma R-mediated phagocytosis
K00108	ko00260	Glycine, serine and threonine metabolism
K00108	ko01100	Metabolic pathways
K13853	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K13853	ko01100	Metabolic pathways
K13853	ko01110	Biosynthesis of secondary metabolites
K13853	ko01130	Biosynthesis of antibiotics
K13853	ko01230	Biosynthesis of amino acids
K10011	ko00520	Amino sugar and nucleotide sugar metabolism
K10011	ko01503	Cationic antimicrobial peptide (CAMP) resistance
K10394	ko04340	Hedgehog signaling pathway
K01758	ko00260	Glycine, serine and threonine metabolism
K01758	ko00270	Cysteine and methionine metabolism
K01758	ko00450	Selenocompound metabolism
K01758	ko01100	Metabolic pathways
K01758	ko01130	Biosynthesis of antibiotics
K01758	ko01230	Biosynthesis of amino acids
K07970	ko00601	Glycosphingolipid biosynthesis - lacto and neolacto series
K07970	ko01100	Metabolic pathways
K11126	ko05165	Human papillomavirus infection
K11126	ko05166	HTLV-I infection
K11126	ko05200	Pathways in cancer
K11126	ko05225	Hepatocellular carcinoma
K11126	ko05226	Gastric cancer
K19551	ko00040	Pentose and glucuronate interconversions
K07697	ko02020	Two-component system
K01784	ko00052	Galactose metabolism
K01784	ko00520	Amino sugar and nucleotide sugar metabolism
K01784	ko01100	Metabolic pathways
K02113	ko00190	Oxidative phosphorylation
K02113	ko00195	Photosynthesis
K02113	ko01100	Metabolic pathways
K00772	ko00270	Cysteine and methionine metabolism
K00772	ko01100	Metabolic pathways
K00835	ko00290	Valine, leucine and isoleucine biosynthesis
K00835	ko01100	Metabolic pathways
K00835	ko01110	Biosynthesis of secondary metabolites
K00835	ko01130	Biosynthesis of antibiotics
K06153	ko00550	Peptidoglycan biosynthesis
K17828	ko00240	Pyrimidine metabolism
K17828	ko01100	Metabolic pathways
K06443	ko00906	Carotenoid biosynthesis
K06443	ko01100	Metabolic pathways
K06443	ko01110	Biosynthesis of secondary metabolites
K13483	ko00230	Purine metabolism
K13483	ko01100	Metabolic pathways
K13483	ko01120	Microbial metabolism in diverse environments
K14186	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K14186	ko01100	Metabolic pathways
K14186	ko01110	Biosynthesis of secondary metabolites
K02848	ko00540	Lipopolysaccharide biosynthesis
K02848	ko01100	Metabolic pathways
K08021	ko00590	Arachidonic acid metabolism
K08021	ko01100	Metabolic pathways
K08021	ko04726	Serotonergic synapse
K13495	ko00908	Zeatin biosynthesis
K18491	ko04550	Signaling pathways regulating pluripotency of stem cells
